Author short Names;authors;articles
Devia, AM;Martinez Devia, Andrea;ARTIFICIAL INTELLIGENCE BIG DATA, AND DIGITAL ERA: A THREAT TO PERSONAL DATA?
"Dugre, M; Hayot-Sasson, V; Glatard, T";"Dugre, Mathieu; Hayot-Sasson, Valerie; Glatard, Tristan";A performance comparison of Dask and Apache Spark for data-intensive neuroimaging pipelines
"Rani, KS; Kumari, M; Singh, VB; Sharma, M";"Rani, Kumari Seema; Kumari, Madhu; Singh, V. B.; Sharma, Meera";Deep Learning with Big Data: An Emerging Trend
"Schreiner, GA; Duarte, D; Mello, RD";"Schreiner, Geomar A.; Duarte, Denio; Mello, Ronaldo dos Santos";When Relational-Based Applications Go to NoSQL Databases: A Survey
"Li, Z; Seco, D; Rodriguez, AES";"Li, Zheng; Seco, Diego; Sanchez Rodriguez, Alexis Eloy";Microservice-Oriented Platform for Internet of Big Data Analytics: A Proof of Concept
Dobson, K;Dobson, Kathy;Welfare Fraud 2.0? Using Big Data to Surveil, Stigmatize, and Criminalize the Poor
Simonis, I;Simonis, Ingo;STANDARDIZATION EFFORTS ACROSS SPACE AGENCIES: APPLICATIONS AND ANALYSIS READY DATA DISCOVERY IN THE CLOUD
"Basha, SM; Rajput, DS";"Basha, Syed Muzamil; Rajput, Dharmendra Singh";Survey on Evaluating the Performance of Machine Learning Algorithms: Past Contributions and Future Roadmap
"Smekal, D; Ricci, S; Dzurenda, P; Martinasek, Z";"Smekal, David; Ricci, Sara; Dzurenda, Petr; Martinasek, Zdenek";Privacy-enhancing Cloud Computing Solution for Big Data
"Surinx, D; Van den Bussche, J; Virtema, J";"Surinx, Dimitri; Van den Bussche, Jan; Virtema, Jonni";Fully Generic Queries: Open Problems and Some Partial Answers
"Soe, NK; Yee, TT; Htoon, EC";"Soe, Nang Kham; Yee, Tin Tin; Htoon, Ei Chaw";C2Ont: An OWL Ontology Learning Approach from Apache Cassandra
"Mehta, B; Rao, UP; Gupta, R; Conti, M";"Mehta, Brijesh; Rao, Udai Pratap; Gupta, Ruchika; Conti, Mauro";Towards privacy preserving unstructured big data publishing
"Hu, HS; Sun, BQ; Luo, WT";"Hu, Haisheng; Sun, Baoqing; Luo, Wenting";Differences in allergen-positive reactivity distribution among adults and children in southern China: an investigation based on real-world medical big data
"Wang, SL; Hou, YT";"Wang, Shiow-Luan; Hou, Yung-Tsung";Big data analysis for distributed computing job scheduling and reliability evaluation
"Lefaivre, S; Behan, B; Vaccarino, A; Evans, K; Dharsee, M; Gee, T; Dafnas, C; Mikkelsen, T; Theriault, E";"Lefaivre, Shannon; Behan, Brendan; Vaccarino, Anthony; Evans, Kenneth; Dharsee, Moyez; Gee, Tom; Dafnas, Costa; Mikkelsen, Tom; Theriault, Elizabeth";Big Data Needs Big Governance: Best Practices From Brain-CODE, the Ontario-Brain Institute's Neuroinformatics Platform
"Galhaud, JP; Stankevich, L; Gontard, P; Kuvshinov, R";"Galhaud, J. P.; Stankevich, L.; Gontard, P.; Kuvshinov, R.";HOW TO IMPROVE HEALTHCARE MANAGEMENT IN LAB MEDICINE USING SYSTEMATIC BIG DATA ANALYTICS AN EXAMPLE OF DIABETIC PATIENT CARE IMPROVEMENT IN FRENCH LABORATORIES
"van Steenbergen, M; van Grondelle, J; Rieser, L";"van Steenbergen, Marlies; van Grondelle, Jeroen; Rieser, Lars";A Situational Approach to Data-Driven Service Innovation
"Politou, E; Alepis, E; Patsakis, C";"Politou, Eugenia; Alepis, Efthimios; Patsakis, Constantinos";Profiling tax and financial behaviour with big data under the GDPR
"Alali, F; Elder, R; Zhou, J";"Alali, Fatima; Elder, Randal; Zhou, Jian";An Analysis of Big 4 Pricing and Firm Size: The Differential Impact of Demand and Supply Shocks on Large and Small Clients
"Ju, AK; Guo, YB; Ye, ZW; Li, T; Ma, J";"Ju, Ankang; Guo, Yuanbo; Ye, Ziwei; Li, Tao; Ma, Jing";HeteMSD: A Big Data Analytics Framework for Targeted Cyber-Attacks Detection Using Heterogeneous Multisource Data
"Sabeti, E; Host-Madsen, A";"Sabeti, Elyas; Host-Madsen, Anders";Data Discovery and Anomaly Detection Using Atypicality for Real-Valued Data
"Mikailov, M; Petrick, N; Azarbaijani, Y; Luo, FJ; Valleru, L; Whitney, S; Torosyan, Y";"Mikailov, Mike; Petrick, Nicholas; Azarbaijani, Yasameen; Luo, Fu-Jyh; Valleru, Lohit; Whitney, Stephen; Torosyan, Yelizaveta";Scaling and Parallelization of Big Data Analysis on HPC and Cloud Systems
"Giovanardi, F; Lolli, F; Balugani, E; Pezzuolo, D; Prati, G; Degli Esposti, C; Cerioli, D";"Giovanardi, F.; Lolli, F.; Balugani, E.; Pezzuolo, D.; Prati, G.; Degli Esposti, C.; Cerioli, D.";VALETUDO project: VAlidation study of the LEarning machine Technique (neUral networks) for big Data in the breast tumor in ReggiO Emilia region, Italy
"Ed-daoudy, A; Maalmi, K";"Ed-daoudy, Abderrahmane; Maalmi, Khalil";A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment
"Chakraborty, A; Grant, JL; Trahan, EA; Varma, B";"Chakraborty, Atreya; Grant, James L.; Trahan, Emery A.; Varma, Bhakti";When Should Investors Short the Stocks of Acquiring Firms? Big-Data Insights from Joining CAR and EVA Style Analysis
"Wong, GLH; Sung, JJY";"Wong, Grace Lai-Hung; Sung, Joseph Jao-Yiu";The emerging role of big data in gastroenterology and hepatology
"Ma, F; Gao, F; Sun, JP; Zhou, HY; Hussain, A";"Ma, Fei; Gao, Fei; Sun, Jinping; Zhou, Huiyu; Hussain, Amir";Attention Graph Convolution Network for Image Segmentation in Big SAR Imagery Data
"Potluri, R; More, R; Chalil, S; Patel, B; Ainslie, M; Chandran, S";"Potluri, Rahul; More, Ranjit; Chalil, Shajil; Patel, Billal; Ainslie, Mark; Chandran, Suresh";CARDIAC ARREST PATIENTS PRESENTING TO HOSPITALS AT WEEKENDS ARE NOT SUBJECT TO THE WEEKEND EFFECT: INSIGHTS FROM THE ACALM BIG DATA, UNITED KINGDOM
"Clegg, S; Van Rijmenam, M; Schweitzer, J";"Clegg, Stewart; Van Rijmenam, Mark; Schweitzer, Jochen";The Politics of Openness
"Ngo, DA; Saumitra, R; Holstege, CP";"Duc Anh Ngo; Saumitra, Rege; Holstege, Christopher P.";A model of big data linkage to monitor student emergency department visits with intoxication and associated risk markers in a US public university
"Salijeni, G; Samsonova-Taddei, A; Turley, S";"Salijeni, George; Samsonova-Taddei, Anna; Turley, Stuart";Big Data and changes in audit technology: contemplating a research agenda
"Untch, S; Srkalovic, G; Brufsky, A; Crozier, JA; Habibi, M; Whitworth, PW; Cox, CE; D'Abreo, N; Audeh, W; Yoder, E; Grady, I";"Untch, Sarah; Srkalovic, Gordan; Brufsky, Adam; Crozier, Jennifer A.; Habibi, Mehran; Whitworth, Pat W.; Cox, Charles E.; D'Abreo, Nina; Audeh, William; Yoder, Erin; Grady, Ian";Clinical Trial in Progress: The FLEX Big Data Platform explores new gene expression profiles and investigator-initiated protocols in early-stage breast cancer.
"Jannapureddy, R; Vien, QT; Shah, P; Trestian, R";"Jannapureddy, Rachana; Quoc-Tuan Vien; Shah, Purav; Trestian, Ramona";An Auto-Scaling Framework for Analyzing Big Data in the Cloud Environment
"Noland, RB; Smart, MJ; Guo, ZY";"Noland, Robert B.; Smart, Michael J.; Guo, Ziye";Bikesharing Trip Patterns in New York City: Associations with Land Use, Subways, and Bicycle Lanes
"Alaka, H; Oyedele, L; Owolabi, H; Akinade, O; Bilal, M; Ajayi, S";"Alaka, Hafiz; Oyedele, Lukumon; Owolabi, Hakeem; Akinade, Olugbenga; Bilal, Muhammad; Ajayi, Saheed";A Big Data Analytics Approach for Construction Firms Failure Prediction Models
"Tao, Y; Li, CX; Liu, L; Chen, HJ; Guo, P; Zheng, WY; Dai, WP";"Yu Tao; Li Chuanxian; Liu Lijun; Chen Hongjun; Guo Peng; Zheng Wanyu; Dai Wenping";RESEARCH ON CLOSED-LOOP SAFETY PRODUCTION SYSTEM OF HOT OIL PIPELINE BASED ON BIG DATA MINING
"Wang, ZH; Xue, MT; Wang, YT; Song, ML; Li, SJ; Daziano, RA; Wang, B; Ma, GH; Chen, K; Li, XT; Zhang, B";"Wang, Zhaohua; Xue, Mengtian; Wang, Yutao; Song, Malin; Li, Shanjun; Daziano, Ricardo A.; Wang, Bo; Ma, Guanhua; Chen, Ke; Li, Xiangtao; Zhang, Bin";Big data: New tend to sustainable consumption research
"Wang, XJ; Liu, Y; Yuan, P; Zhou, CJ; Zhang, L";"Wang, Xiao-Jun; Liu, Yan; Yuan, Ping; Zhou, Chang-Jun; Zhang, Lin";The Regression Learning of the Imbalanced and Big Data by the Online Mixture Model for the Mach Number Forecasting
"Potluri, R; Das, D; Carter, P; Patel, B; Chalil, S; Tymchak, W; Kim, D; More, R; Bainey, K";"Potluri, Rahul; Das, Debraj; Carter, Paul; Patel, Billal; Chalil, Shajil; Tymchak, Wayne; Kim, Daniel; More, Ranjit; Bainey, Kevin";A UNIQUE COMPARISON BETWEEN PRIMARY AND SECONDARY PULMONARY HYPERTENSION: 15-YEAR NATURALISTIC FOLLOW-UP STUDY FROM THE UNITED KINGDOM ACALM 'BIG DATA' REGISTRY
"Hashim, NHN; Ramli, NA";"Hashim, Naufal Hajjaj Noor; Ramli, Nor Azuana";Smart Building Energy Management using Big Data Analytic Approach
"McPadden, J; Durant, TJS; Bunch, DR; Coppi, A; Price, N; Rodgerson, K; Torre, CJ; Byron, W; Hsiaol, AL; Krumholz, HM; Schulz, WL";"McPadden, Jacob; Durant, Thomas J. S.; Bunch, Dustin R.; Coppi, Andreas; Price, Nathaniel; Rodgerson, Kris; Torre, Charles J.; Byron, William; Hsiaol, Allen L.; Krumholz, Harlan M.; Schulz, Wade L.";Health Care and Precision Medicine Research: Analysis of a Scalable Data Science Platform
"Alexopoulos, C; Lachana, Z; Androutsopoulou, A; Diamantopoulou, V; Charalabidis, Y; Loutsaris, MA";"Alexopoulos, Charalampos; Lachana, Zoi; Androutsopoulou, Aggeliki; Diamantopoulou, Vasiliki; Charalabidis, Yannis; Loutsaris, Michalis Avgerinos";How Machine Learning is Changing e-Government
"Zhong, H; Xiao, J";"Zhong, H.; Xiao, J.";RETRACTION: Enhancing Health Risk Prediction with Deep Learning on Big Data and Revised Fusion Node Paradigm (Retraction of Vol 2017, art no 1901876, 2017)
"Zhang, GZ; Wang, YL; Mu, B; Wang, TC";"Zhang, Guozhi; Wang, Yunlong; Mu, Bo; Wang, Tingchun";Big Data and Safety Management Methods: The Reduction Model of Hot Work Number
"Haithcoat, TL; Avery, EE; Bowers, KA; Hammer, RD; Shyu, CR";"Haithcoat, Timothy L.; Avery, Eileen E.; Bowers, Kelly A.; Hammer, Richard D.; Shyu, Chi-Ren";Income Inequality and Health: Expanding Our Understanding of State-Level Effects by Using a Geospatial Big Data Approach
"Hogan, G; Helfert, M";"Hogan, Gabriel; Helfert, Markus";Transparent Cloud Privacy: Data Provenance Expression in Blockchain
"Zhou, XF; Geier, J; Shen, RJ; Gong, R; Gatto, NM; Bate, A";"Zhou, Xiaofeng; Geier, Jamie; Shen, Rongjun; Gong, Richard; Gatto, Nicolle M.; Bate, Andrew";Big data and real world evidence: Rapid cycle analysis capability via emerging analytic tools - insights in atopic dermatitis and lessons for wider adoption
"Tsui, KL; Zhao, Y; Wang, D";"Tsui, Kwok Leung; Zhao, Yang; Wang, Dong";Big Data Opportunities: System Health Monitoring and Management
"Razavykia, A; Delprete, C; Baldissera, P";"Razavykia, Abbas; Delprete, Cristiana; Baldissera, Paolo";Numerical Study of Power Loss and Lubrication of Connecting Rod Big-End
"Dangermond, J; Goodchild, MF";"Dangermond, Jack; Goodchild, Michael F.";Building geospatial infrastructure
"Zuo, XN; Biswal, BB; Poldrack, RA";"Zuo, Xi-Nian; Biswal, Bharat B.; Poldrack, Russell A.";Editorial: Reliability and Reproducibility in Functional Connectomics (vol 13, 117, 2019)
"Wang, N; Tan, YY; Guo, SY";"Wang, Ning; Tan, Yanyan; Guo, Shuyang";A Uniformed Evidence Process Model for Big Data Forensic Analysis
"Ahani, A; Nilashi, M; Ibrahim, O; Sanzogni, L; Weaven, S";"Ahani, Ali; Nilashi, Mehrbakhsh; Ibrahim, Othman; Sanzogni, Louis; Weaven, Scott";Market segmentation and travel choice prediction in Spa hotels through TripAdvisor's online reviews
"Blesik, T; Murawski, M; Vurucu, M; Bick, M";"Blesik, Till; Murawski, Matthias; Vurucu, Murat; Bick, Markus";Applying big data analytics to psychometric micro-targeting
"Pineiro, C; Morales, J; Rodriguez, M; Aparicio, M; Manzanillo, EG; Koketsu, Y";"Pineiro, Carlos; Morales, Joaquin; Rodriguez, Maria; Aparicio, Maria; Manzanillo, Edgar Garcia; Koketsu, Yuzo";Big (pig) data and the internet of the swine things: a new paradigm in the industry
"Shetty, MM; Manjaiah, DH; Hemdan, EE";"Shetty, Madhvaraj M.; Manjaiah, D. H.; Hemdan, Ezz El-Din";Policy-Based Access Control Scheme for Securing Hadoop Ecosystem
"Nguyen, BT; Dung, DN";"Binh Thanh Nguyen; Dang Ngoc Dung";Big5 Tool for Tracking Personality Traits
Kilinc, D;Kilinc, Deniz;A spark-based big data analysis framework for real-time sentiment prediction on streaming data
"Han, WG; Jochum, M";"Han, Weiguo; Jochum, Matthew";PRACTICES AND EXPERIENCES IN HIGH VOLUMES OF SATELLITE DATA MANAGEMENT
"Miah, SJ; Vu, H; Gammack, J";"Miah, Shah Jahan; HuyQuan Vu; Gammack, John";A big-data analytics method for capturing visitor activities and flows: the case of an island country
"Cheng, F; Yang, Z";"Cheng, Feng; Yang, Zhe";FastMFDs: a fast, efficient algorithm for mining minimal functional dependencies from large-scale distributed data with Spark
"Gahar, RM; Arfaoui, O; Sassi Hidri, M; Ben Hadj-Alouane, N";"Gahar, Rania Mkhinini; Arfaoui, Olfa; Sassi Hidri, Minyar; Ben Hadj-Alouane, Nejib";A Distributed Approach for High-Dimensionality Heterogeneous Data Reduction
"Olszak, CM; Zurada, J";"Olszak, Celina M.; Zurada, Jozef";Big Data-driven Value Creation for Organizations
"Lo Giudice, P; Musarella, L; Sofo, G; Ursino, D";"Lo Giudice, Paolo; Musarella, Lorenzo; Sofo, Giuseppe; Ursino, Domenico";An approach to extracting complex knowledge patterns among concepts belonging to structured, semi-structured and unstructured sources in a data lake
"Khatibi, E; Mirtaheri, SL";"Khatibi, Elahe; Mirtaheri, Seyedeh Leili";A dynamic data dissemination mechanism for Cassandra NoSQL data store
"Kuo, YH; Kusiak, A";"Kuo, Yong-Hong; Kusiak, Andrew";From data to big data in production research: the past and future trends
Kuznetsov, V;Kuznetsov, Valentin;Gaining insight from large data volumes with ease
"Jell, T; Baumgartner, C; Broring, A; Mitic, J";"Jell, Thomas; Baumgartner, Claudia; Broering, Arne; Mitic, Jelena";BIG IoT - Interconnecting IoT Platforms from different domains - Final Results
"Johnny, O; Trovati, M";"Johnny, Olayinka; Trovati, Marcello";Big Data Inconsistencies: A Literature Review
"Shabaz, M; Kumar, A";"Shabaz, Mohammad; Kumar, Ashok";SA Sorting: A Novel Sorting Technique for Large-Scale Data
"Rana, AI; Mugavero, MJ";"Rana, Aadia I.; Mugavero, Michael J.";How Big Data Science Can Improve Linkage and Retention in Care
"Garofalakis, J; Plessas, K; Plessas, A; Spiliopoulou, P";"Garofalakis, John; Plessas, Konstantinos; Plessas, Athanasios; Spiliopoulou, Panoraia";Modelling Legal Documents for Their Exploitation as Open Data
"Khaleel, MY; Hamad, MM";"Khaleel, Majida Yaseen; Hamad, Murtadha M.";Data Quality Management for Big Data Applications
"Nasiri, H; Nasehi, S; Goudarzi, M";"Nasiri, Hamid; Nasehi, Saeed; Goudarzi, Maziar";Evaluation of distributed stream processing frameworks for IoT applications in Smart Cities
"Kita, P; Kitova-Mayalanova, V; Strelinger, J; Kita, P; Kita, J";"Kita, Pavol; Kitova-Mayalanova, Veronika; Strelinger, Jan; Kita, Peter; Kita, Jaroslav";Geographic information system as the foundation of support decisions of managers of territorial authorities and businesses in food distribution
"Liu, PC; Maruf, A; Yusuf, FB; Jahan, L; Xu, HL; Guan, BY; Hu, LT; Iyengar, SS";"Liu, Pinchao; Maruf, Adnan; Yusuf, Farzana Beente; Jahan, Labiba; Xu, Hailu; Guan, Boyuan; Hu, Liting; Iyengar, Sitharama S.";Towards Adaptive Replication for Hot/Cold Blocks in HDFS using MemCached
"Sanchez-Mendiola, M; Moreno-Salinas, JG; Bautista-Godinez, T; Martinez-Gonzalez, A";"Sanchez-Mendiola, Melchor; Gerardo Moreno-Salinas, Jose; Bautista-Godinez, Tomas; Martinez-Gonzalez, Adrian";The analysis of learning in medical education: turning point?
"Schoneberg, J; Dambournet, D; Liu, TL; Forster, R; Hockemeyer, D; Betzig, E; Drubin, DG";"Schoneberg, Johannes; Dambournet, Daphne; Liu, Tsung-Li; Forster, Ryan; Hockemeyer, Dirk; Betzig, Eric; Drubin, David G.";4D Cell Biology: Big Data Image Analytics and Lattice Light-Sheet Imaging Reveal Dynamics of Clathrin-Mediated Endocytosis in Stem Cell-Derived Intestinal Organoids
"Ameri Sianaki, O; Yousefi, A; Tabesh, AR; Mahdavi, M";"Ameri Sianaki, Omid; Yousefi, Ashkan; Tabesh, Azadeh Rajabian; Mahdavi, Mehregan";Machine Learning Applications: The Past and Current Research Trend in Diverse Industries
"Aggour, KS; Kumar, VS; Cuddihy, P; Williams, JW; Gupta, V; Dial, L; Hanlon, T; Gambone, J; Vinciquerra, J";"Aggour, Kareem S.; Kumar, Vijay S.; Cuddihy, Paul; Williams, Jenny Weisenberg; Gupta, Vipul; Dial, Laura; Hanlon, Tim; Gambone, Justin; Vinciquerra, Joseph";Federated Multimodal Big Data Storage & Analytics Platform for Additive Manufacturing
Roberts, DE;Roberts, Dorothy E.;AUTOMATING INEQUALITY: HOW HIGH-TECH TOOLS PROFILE, POLICE, AND PUNISH THE POOR
"Rossit, DA; Tohme, F; Frutos, M";"Alejandro Rossit, Daniel; Tohme, Fernando; Frutos, Mariano";A data-driven scheduling approach to smart manufacturing
"Devi, SG; Sabrigiriraj, M";"Devi, S. Gayathri; Sabrigiriraj, M.";Swarm intelligent based online feature selection (OFS) and weighted entropy frequent pattern mining (WEFPM) algorithm for big data analysis
"Blok, V; Lubberink, R; van den Belt, H; Ritzer, S; van der Kruk, H; Danen, G";"Blok, Vincent; Lubberink, Rob; van den Belt, Henk; Ritzer, Simone; van der Kruk, Hendrik; Danen, Guido";Challenging the ideal of transparency as a process and as an output variable of Responsible Innovation The case of The Circle
"Dolev, S; Florissi, P; Gudes, E; Sharma, S; Singer, I";"Dolev, Shlomi; Florissi, Patricia; Gudes, Ehud; Sharma, Shantanu; Singer, Ido";A Survey on Geographically Distributed Big-Data Processing Using MapReduce
"Resio, BJ; Dhanasopon, AP; Blasberg, JD";"Resio, Benjamin J.; Dhanasopon, Andrew P.; Blasberg, Justin D.";Big data, big contributions: outcomes research in thoracic surgery
Mendelson, A;Mendelson, Avi;Security and Privacy in the Age of Big Data and Machine Learning
Berbis, JMG;Gomez Berbis, Juan Miguel;Keynote: Computer Science 4.0: Old wine in new bottles?
"Lima, TD; Colaco, M; Prado, KHD; Junior, AD";"Lima, Thiago de Oliveira; Colaco Junior, Methanias; Prado, Kleber H. de J.; Junior, Adalberto dos S.";A Big Data Experiment to Assess the Effectiveness of Deep Learning Neural Networks in the Mining of Sustainable Aspects of the Hotels Clients Opinions
"Talati, K; Madan-Patel, G; Swaminarayan, P";"Talati, Kandarp; Madan-Patel, Geetika; Swaminarayan, Priya";India's national family health survey (2015-16) big data awaits advanced analytics and artificial intelligence applications towards strengthening public health outreach and outcomes
"Schoneberg, J; Dambournet, D; Liu, TL; Forster, R; Hockemeyer, D; Betzig, E; Drubin, D";"Schoneberg, Johannes; Dambournet, Daphne; Liu, Tsung-Li; Forster, Ryan; Hockemeyer, Dirk; Betzig, Eric; Drubin, David";4D cell biology:Big data image analytics and lattice light-sheet imaging reveal dynamics of clathrin-mediated endocytosis in stem cell-derived intestinal organoids
"Shah, SA; Seker, DZ; Hameed, S; Draheim, D";"Shah, Syed Attique; Seker, Dursun Zafer; Hameed, Sufian; Draheim, Dirk";The Rising Role of Big Data Analytics and IoT in Disaster Management: Recent Advances, Taxonomy and Prospects
"Shah, SA; Seker, DZ; Rathore, MM; Hameed, S; Ben Yahia, S; Draheim, D";"Shah, Syed Attique; Seker, Dursun Zafer; Rathore, M. Mazhar; Hameed, Sufian; Ben Yahia, Sadok; Draheim, Dirk";Towards Disaster Resilient Smart Cities: Can Internet of Things and Big Data Analytics Be the Game Changers?
"Niu, L; Wang, F; Li, J; Han, TP; Liu, DD";"Niu, Lei; Wang, Feng; Li, Jun; Han, Tianpeng; Liu, Dongdong";Development of Agricultural Internet of Things Monitoring System Combining Cloud Computing and WeChat Technology
"Wang, Y; Chen, QX; Hong, T; Kang, CQ";"Wang, Yi; Chen, Qixin; Hong, Tao; Kang, Chongqing";Review of Smart Meter Data Analytics: Applications, Methodologies, and Challenges
"Bode, G; Stinner, F; Baranski, M; Brummendorf, E; Cai, XY; Kumpel, A; Schraven, M; Schreiber, T; Stoffel, P; Storek, T; Muller, D";"Bode, Gerrit; Stinner, Florian; Baranski, Marc; Bruemmendorf, Erik; Cai, Xiaoye; Kuempel, Alexander; Schraven, Markus; Schreiber, Thomas; Stoffel, Phillip; Storek, Thomas; Mueller, Dirk";From plans to programs: A holistic toolchain for building data applications
"Ciampi, M; Masciari, E; De Pietro, G; Silvestri, S";"Ciampi, Mario; Masciari, Elio; De Pietro, Giuseppe; Silvestri, Stefano";A Big Data Approach for Health Data Information Retrieval
"Ruppel, H; Liu, V";"Ruppel, Halley; Liu, Vincent";To catch a killer: electronic sepsis alert tools reaching a fever pitch?
"Potluri, R; Qashou, A; Carter, P; Patel, B; More, R; Lavu, D";"Potluri, Rahul; Qashou, Ahmed; Carter, Paul; Patel, Billal; More, Ranjit; Lavu, Deepthi";THE IMPACT OF GENDER AND MARITAL STATUS ON LONG TERM MORTALITY IN PATIENTS WITH CARDIOVASCULAR DISEASE: INSIGHTS UTILISING BIG DATA FROM THE ACALM STUDY
"Potluri, R; Carter, P; Patel, B; More, R; Lavu, D";"Potluri, Rahul; Carter, Paul; Patel, Billal; More, Ranjit; Lavu, Deepthi";THE IMPACT OF GENDER AND MARITAL STATUS ON LONG TERM MORTALITY IN PATIENTS WITH CARDIOVASCULAR DISEASE: INSIGHTS UTILIZING BIG DATA FROM THE ACALM STUDY
"Montalan, JR; Estuar, MRJ; Teknomo, K; Gardon, RW";"Montalan, Jann Railey; Estuar, Maria Regina Justina; Teknomo, Kardi; Gardon, Roselle Wednesday";Measles Metapopulation Modeling using Ideal Flow of Transportation Networks
"Oh, J; Connerton, TP; Kim, HJ";"Oh, JooSeok; Connerton, Timothy Paul; Kim, Hyun-Jung";The Rediscovery of Brand Experience Dimensions with Big Data Analysis: Building for a Sustainable Brand
"Afonso, A; Schuknecht, L";"Afonso, Antonio; Schuknecht, Ludger";How big should government be?
"Nitu, C; Dobrescu, AS; Krapivin, VF; Soldatov, VY";"Nitu, Costica; Dobrescu, Anda Sabena; Krapivin, Vladimir F.; Soldatov, Vladimir Yu.";Algorithm For Decision Making And Big Data Processing
Gao, YJ;Gao, Yanjun;Educational resource information sharing algorithm based on big data association mining and quasi-linear regression analysis
"Sedrez, M; de Martino, J";"Sedrez, Maycon; de Martino, Jarryer";Amor SP Understanding socio-spatial emotions of urban poor in Sao Paulo
"Hu, HW; Wu, CN; Tseng, Y";"Hu, Hsiao-Wei; Wu, Chia-Ning; Tseng, Yun";Trends in CyberTurfing in the Era of Big Data
Marley, TL;Marley, Tennille L.;Indigenous Data Sovereignty: University Institutional Review Board Policies and Guidelines and Research with American Indian and Alaska Native Communities
"Yang, Y; Wang, J; Huang, WX; Li, GQ; Huang, L";"Yang, Yi; Wang, Jian; Huang, Weixing; Li, Guoqing; Huang, Lan";Crowd Intelligence-based Interactive Creation Platform
"Alaei, AR; Becken, S; Stantic, B";"Alaei, Ali Reza; Becken, Susanne; Stantic, Bela";Sentiment Analysis in Tourism: Capitalizing on Big Data
"Housley, W; Albert, S; Stokoe, E";"Housley, William; Albert, Saul; Stokoe, Elizabeth";Natural Action Processing Conversation Analysis and Big Interactional Data
Larson, D;Larson, Deanne;A Review and Future Direction of Business Analytics Project Delivery
"Soltani, A; Matrai, T; Camporeale, R; Allan, A";"Soltani, Ali; Matrai, Tamas; Camporeale, Rosalia; Allan, Andrew";Exploring Shared-Bike Travel Patterns Using Big Data: Evidence in Chicago and Budapest
"Wongsim, M; Tantrabundit, P; Khantong, S; Savithi, C";"Wongsim, Manirath; Tantrabundit, Pongsatorn; Khantong, Sommai; Savithi, Charuay";Effect of Big Data in Accounting: Case Studies in Thailand
Chopra, A;Chopra, Ashok;AI in Supply & Procurement
"Liang, ZY; Wang, HZ; Li, JZ; Gao, H";"Liang, Zhiyu; Wang, Hongzhi; Li, Jianzhong; Gao, Hong";IMOptimizer: An Online Interactive Parameter Optimization System Based on Big Data
"Shah, J; Patel, R";"Shah, Jaimin; Patel, Raj";Classification techniques for Disease detection using Big-data
Cerny, M;Cerny, Michal;Narrow big data in a stream: Computational limitations and regression
"Kaladevi, P; Thyagarajah, K";"Kaladevi, P.; Thyagarajah, K.";Integrated CNN- and LSTM-DNN-based sentiment analysis over big social data for opinion mining
"Leivada, E; D'Alessandro, R; Grohmann, KK";"Leivada, Evelina; D'Alessandro, Roberta; Grohmann, Kleanthes K.";Eliciting Big Data From Small, Young, or Non-standard Languages: 10 Experimental Challenges
"Creutzig, F; Lohrey, S; Bai, XM; Baklanov, A; Dawson, R; Dhakal, S; Lamb, WF; McPhearson, T; Minx, J; Munoz, E; Walsh, B";"Creutzig, Felix; Lohrey, Steffen; Bai, Xuemei; Baklanov, Alexander; Dawson, Richard; Dhakal, Shobhakar; Lamb, William F.; McPhearson, Timon; Minx, Jan; Munoz, Esteban; Walsh, Brenna";Upscaling urban data science for global climate solutions
"Wang, B; Wu, C; Huang, L";"Wang, Bing; Wu, Chao; Huang, Lang";Data literacy for safety professionals in safety management: A theoretical perspective on basic questions and answers
"Trepal, D; Lafreniere, D";"Trepal, Dan; Lafreniere, Don";Understanding Cumulative Hazards in a Rustbelt City: Integrating GIS, Archaeology, and Spatial History
"Liang, RR; Xie, JY; Zhang, C; Zhang, MY; Huang, H; Huo, HZ; Cao, X; Niu, B";"Liang, Ruirui; Xie, Jiayang; Zhang, Chi; Zhang, Mengying; Huang, Hai; Huo, Haizhong; Cao, Xin; Niu, Bing";Identifying Cancer Targets Based on Machine Learning Methods via Chou's 5-steps Rule and General Pseudo Components
"Deshai, N; Venkataramana, S; Sekhar, BVDS; Srinivas, K; Singh, S; NagaKrishna, L";"Deshai, N.; Venkataramana, S.; Sekhar, B. V. D. S.; Srinivas, K.; Singh, Sundhar; NagaKrishna, L.";An advanced comparison on big data world computing frameworks
"de Mendonca, CMC; de Andrade, AMV";"Campos de Mendonca, Claudio Marcio; Valente de Andrade, Antonio Manuel";USE OF IOT, BIG DATA AND ARTIFICIAL INTELLIGENCE IN DYNAMIC CAPABILITIES: A comparative study between the cities of Brazil and Portugal
"Cao, K; Diao, M; Wu, B";"Cao, Kai; Diao, Mi; Wu, Bo";A Big Data-Based Geographically Weighted Regression Model for Public Housing Prices: A Case Study in Singapore
Chaturvedi, P;Chaturvedi, Pragya;Delhi High Court rules on copyrightability of mechanical compilations: implications for Big Data?
"Li, J; Li, YD; Zhang, YL";"Li Jing; Li Yadong; Zhang Yanliang";Research on the Impact Factors of Consumer' Purchasing Intention Based on Online Reviews --A Big Data Architecture
